participant	condition	fac_1	fac_2	rating	item	context	f1_BAD_0auch_m	f2_BAD_1auch_f	f3_bad_0auch_f	f4_bad_1auch_m	f5_GOOD_1auch_f	f6_GOOD_1auch_m	f7_GOOD_0auch_m	f8_GOOD_1auch_f	f9_good_1auch_f	f10_good_1auch_m	f11_good_0auch_f	f12_good_1auch_m	f13_good_0auch_f	f14_good_1auch_m	f15_good_0auch_m	f16_good_1auch_f
75	cd1_ass_+n	ass	+n	1	17_cd1_ct05	ct05	1	1	5	5	6	6	5	6	6	5	6	5	6	6	1	1
75	cd1_ass_+n	ass	+n	5	53_cd1_ct14	ct14	1	1	5	5	6	6	5	6	6	5	6	5	6	6	1	1
75	cd2_ass_-n	ass	-n	1	10_cd2_ct03	ct03	1	1	5	5	6	6	5	6	6	5	6	5	6	6	1	1
75	cd2_ass_-n	ass	-n	2	46_cd2_ct12	ct12	1	1	5	5	6	6	5	6	6	5	6	5	6	6	1	1
75	cd3_com_+n	com	+n	6	3_cd3_ct01	ct01	1	1	5	5	6	6	5	6	6	5	6	5	6	6	1	1
75	cd3_com_+n	com	+n	1	39_cd3_ct10	ct10	1	1	5	5	6	6	5	6	6	5	6	5	6	6	1	1
75	cd4_com_-n	com	-n	6	32_cd4_ct08	ct08	1	1	5	5	6	6	5	6	6	5	6	5	6	6	1	1
75	cd4_com_-n	com	-n	6	60_cd4_ct15	ct15	1	1	5	5	6	6	5	6	6	5	6	5	6	6	1	1
79	cd1_ass_+n	ass	+n	5	5_cd1_ct02	ct02	1	1	1	1	6	6	5	6	1	6	6	5	6	6	3	3
79	cd1_ass_+n	ass	+n	5	33_cd1_ct09	ct09	1	1	1	1	6	6	5	6	1	6	6	5	6	6	3	3
79	cd2_ass_-n	ass	-n	1	26_cd2_ct07	ct07	1	1	1	1	6	6	5	6	1	6	6	5	6	6	3	3
79	cd2_ass_-n	ass	-n	4	62_cd2_ct16	ct16	1	1	1	1	6	6	5	6	1	6	6	5	6	6	3	3
79	cd3_com_+n	com	+n	5	19_cd3_ct05	ct05	1	1	1	1	6	6	5	6	1	6	6	5	6	6	3	3
79	cd3_com_+n	com	+n	3	55_cd3_ct14	ct14	1	1	1	1	6	6	5	6	1	6	6	5	6	6	3	3
79	cd4_com_-n	com	-n	6	12_cd4_ct03	ct03	1	1	1	1	6	6	5	6	1	6	6	5	6	6	3	3
79	cd4_com_-n	com	-n	6	48_cd4_ct12	ct12	1	1	1	1	6	6	5	6	1	6	6	5	6	6	3	3
80	cd1_ass_+n	ass	+n	1	17_cd1_ct05	ct05	1	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
80	cd1_ass_+n	ass	+n	1	53_cd1_ct14	ct14	1	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
80	cd2_ass_-n	ass	-n	1	10_cd2_ct03	ct03	1	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
80	cd2_ass_-n	ass	-n	1	46_cd2_ct12	ct12	1	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
80	cd3_com_+n	com	+n	6	3_cd3_ct01	ct01	1	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
80	cd3_com_+n	com	+n	6	39_cd3_ct10	ct10	1	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
80	cd4_com_-n	com	-n	6	32_cd4_ct08	ct08	1	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
80	cd4_com_-n	com	-n	3	60_cd4_ct15	ct15	1	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
82	cd1_ass_+n	ass	+n	1	5_cd1_ct02	ct02	1	1	1	1	6	6	5	6	6	6	6	6	6	6	6	6
82	cd1_ass_+n	ass	+n	1	33_cd1_ct09	ct09	1	1	1	1	6	6	5	6	6	6	6	6	6	6	6	6
82	cd2_ass_-n	ass	-n	1	26_cd2_ct07	ct07	1	1	1	1	6	6	5	6	6	6	6	6	6	6	6	6
82	cd2_ass_-n	ass	-n	1	62_cd2_ct16	ct16	1	1	1	1	6	6	5	6	6	6	6	6	6	6	6	6
82	cd3_com_+n	com	+n	3	19_cd3_ct05	ct05	1	1	1	1	6	6	5	6	6	6	6	6	6	6	6	6
82	cd3_com_+n	com	+n	2	55_cd3_ct14	ct14	1	1	1	1	6	6	5	6	6	6	6	6	6	6	6	6
82	cd4_com_-n	com	-n	4	12_cd4_ct03	ct03	1	1	1	1	6	6	5	6	6	6	6	6	6	6	6	6
82	cd4_com_-n	com	-n	6	48_cd4_ct12	ct12	1	1	1	1	6	6	5	6	6	6	6	6	6	6	6	6
83	cd1_ass_+n	ass	+n	1	29_cd1_ct08	ct08	2	1	1	1	6	6	6	6	6	5	5	5	4	5	6	6
83	cd1_ass_+n	ass	+n	1	57_cd1_ct15	ct15	2	1	1	1	6	6	6	6	6	5	5	5	4	5	6	6
83	cd2_ass_-n	ass	-n	1	22_cd2_ct06	ct06	2	1	1	1	6	6	6	6	6	5	5	5	4	5	6	6
83	cd2_ass_-n	ass	-n	1	50_cd2_ct13	ct13	2	1	1	1	6	6	6	6	6	5	5	5	4	5	6	6
83	cd3_com_+n	com	+n	3	15_cd3_ct04	ct04	2	1	1	1	6	6	6	6	6	5	5	5	4	5	6	6
83	cd3_com_+n	com	+n	6	43_cd3_ct11	ct11	2	1	1	1	6	6	6	6	6	5	5	5	4	5	6	6
83	cd4_com_-n	com	-n	6	8_cd4_ct02	ct02	2	1	1	1	6	6	6	6	6	5	5	5	4	5	6	6
83	cd4_com_-n	com	-n	4	36_cd4_ct09	ct09	2	1	1	1	6	6	6	6	6	5	5	5	4	5	6	6
86	cd1_ass_+n	ass	+n	1	13_cd1_ct04	ct04	1	1	1	1	6	5	6	5	6	6	6	1	6	6	6	6
86	cd1_ass_+n	ass	+n	2	41_cd1_ct11	ct11	1	1	1	1	6	5	6	5	6	6	6	1	6	6	6	6
86	cd2_ass_-n	ass	-n	1	6_cd2_ct02	ct02	1	1	1	1	6	5	6	5	6	6	6	1	6	6	6	6
86	cd2_ass_-n	ass	-n	1	34_cd2_ct09	ct09	1	1	1	1	6	5	6	5	6	6	6	1	6	6	6	6
86	cd3_com_+n	com	+n	5	27_cd3_ct07	ct07	1	1	1	1	6	5	6	5	6	6	6	1	6	6	6	6
86	cd3_com_+n	com	+n	2	63_cd3_ct16	ct16	1	1	1	1	6	5	6	5	6	6	6	1	6	6	6	6
86	cd4_com_-n	com	-n	6	20_cd4_ct05	ct05	1	1	1	1	6	5	6	5	6	6	6	1	6	6	6	6
86	cd4_com_-n	com	-n	6	56_cd4_ct14	ct14	1	1	1	1	6	5	6	5	6	6	6	1	6	6	6	6
87	cd1_ass_+n	ass	+n	1	29_cd1_ct08	ct08	2	3	1	1	5	6	6	5	5	6	6	6	6	6	6	4
87	cd1_ass_+n	ass	+n	1	57_cd1_ct15	ct15	2	3	1	1	5	6	6	5	5	6	6	6	6	6	6	4
87	cd2_ass_-n	ass	-n	1	22_cd2_ct06	ct06	2	3	1	1	5	6	6	5	5	6	6	6	6	6	6	4
87	cd2_ass_-n	ass	-n	1	50_cd2_ct13	ct13	2	3	1	1	5	6	6	5	5	6	6	6	6	6	6	4
87	cd3_com_+n	com	+n	6	15_cd3_ct04	ct04	2	3	1	1	5	6	6	5	5	6	6	6	6	6	6	4
87	cd3_com_+n	com	+n	6	43_cd3_ct11	ct11	2	3	1	1	5	6	6	5	5	6	6	6	6	6	6	4
87	cd4_com_-n	com	-n	6	8_cd4_ct02	ct02	2	3	1	1	5	6	6	5	5	6	6	6	6	6	6	4
87	cd4_com_-n	com	-n	6	36_cd4_ct09	ct09	2	3	1	1	5	6	6	5	5	6	6	6	6	6	6	4
88	cd1_ass_+n	ass	+n	1	13_cd1_ct04	ct04	1	6	6	6	6	6	6	6	6	6	6	1	6	1	6	6
88	cd1_ass_+n	ass	+n	1	41_cd1_ct11	ct11	1	6	6	6	6	6	6	6	6	6	6	1	6	1	6	6
88	cd2_ass_-n	ass	-n	1	6_cd2_ct02	ct02	1	6	6	6	6	6	6	6	6	6	6	1	6	1	6	6
88	cd2_ass_-n	ass	-n	1	34_cd2_ct09	ct09	1	6	6	6	6	6	6	6	6	6	6	1	6	1	6	6
88	cd3_com_+n	com	+n	6	27_cd3_ct07	ct07	1	6	6	6	6	6	6	6	6	6	6	1	6	1	6	6
88	cd3_com_+n	com	+n	6	63_cd3_ct16	ct16	1	6	6	6	6	6	6	6	6	6	6	1	6	1	6	6
88	cd4_com_-n	com	-n	6	20_cd4_ct05	ct05	1	6	6	6	6	6	6	6	6	6	6	1	6	1	6	6
88	cd4_com_-n	com	-n	6	56_cd4_ct14	ct14	1	6	6	6	6	6	6	6	6	6	6	1	6	1	6	6
89	cd1_ass_+n	ass	+n	1	5_cd1_ct02	ct02	1	1	6	6	6	6	1	6	6	6	6	1	6	1	6	6
89	cd1_ass_+n	ass	+n	1	33_cd1_ct09	ct09	1	1	6	6	6	6	1	6	6	6	6	1	6	1	6	6
89	cd2_ass_-n	ass	-n	1	26_cd2_ct07	ct07	1	1	6	6	6	6	1	6	6	6	6	1	6	1	6	6
89	cd2_ass_-n	ass	-n	1	62_cd2_ct16	ct16	1	1	6	6	6	6	1	6	6	6	6	1	6	1	6	6
89	cd3_com_+n	com	+n	6	19_cd3_ct05	ct05	1	1	6	6	6	6	1	6	6	6	6	1	6	1	6	6
89	cd3_com_+n	com	+n	6	55_cd3_ct14	ct14	1	1	6	6	6	6	1	6	6	6	6	1	6	1	6	6
89	cd4_com_-n	com	-n	6	12_cd4_ct03	ct03	1	1	6	6	6	6	1	6	6	6	6	1	6	1	6	6
89	cd4_com_-n	com	-n	6	48_cd4_ct12	ct12	1	1	6	6	6	6	1	6	6	6	6	1	6	1	6	6
90	cd1_ass_+n	ass	+n	1	5_cd1_ct02	ct02	1	1	1	1	6	6	6	6	6	6	6	4	4	4	6	6
90	cd1_ass_+n	ass	+n	1	33_cd1_ct09	ct09	1	1	1	1	6	6	6	6	6	6	6	4	4	4	6	6
90	cd2_ass_-n	ass	-n	1	26_cd2_ct07	ct07	1	1	1	1	6	6	6	6	6	6	6	4	4	4	6	6
90	cd2_ass_-n	ass	-n	1	62_cd2_ct16	ct16	1	1	1	1	6	6	6	6	6	6	6	4	4	4	6	6
90	cd3_com_+n	com	+n	5	19_cd3_ct05	ct05	1	1	1	1	6	6	6	6	6	6	6	4	4	4	6	6
90	cd3_com_+n	com	+n	5	55_cd3_ct14	ct14	1	1	1	1	6	6	6	6	6	6	6	4	4	4	6	6
90	cd4_com_-n	com	-n	6	12_cd4_ct03	ct03	1	1	1	1	6	6	6	6	6	6	6	4	4	4	6	6
90	cd4_com_-n	com	-n	6	48_cd4_ct12	ct12	1	1	1	1	6	6	6	6	6	6	6	4	4	4	6	6
92	cd1_ass_+n	ass	+n	3	13_cd1_ct04	ct04	1	1	5	2	6	3	5	5	5	6	5	3	2	5	1	1
92	cd1_ass_+n	ass	+n	4	41_cd1_ct11	ct11	1	1	5	2	6	3	5	5	5	6	5	3	2	5	1	1
92	cd2_ass_-n	ass	-n	6	6_cd2_ct02	ct02	1	1	5	2	6	3	5	5	5	6	5	3	2	5	1	1
92	cd2_ass_-n	ass	-n	5	34_cd2_ct09	ct09	1	1	5	2	6	3	5	5	5	6	5	3	2	5	1	1
92	cd3_com_+n	com	+n	3	27_cd3_ct07	ct07	1	1	5	2	6	3	5	5	5	6	5	3	2	5	1	1
92	cd3_com_+n	com	+n	4	63_cd3_ct16	ct16	1	1	5	2	6	3	5	5	5	6	5	3	2	5	1	1
92	cd4_com_-n	com	-n	3	20_cd4_ct05	ct05	1	1	5	2	6	3	5	5	5	6	5	3	2	5	1	1
92	cd4_com_-n	com	-n	5	56_cd4_ct14	ct14	1	1	5	2	6	3	5	5	5	6	5	3	2	5	1	1
102	cd1_ass_+n	ass	+n	4	29_cd1_ct08	ct08	2	3	5	4	6	6	6	5	6	6	5	6	6	1	4	4
102	cd1_ass_+n	ass	+n	3	57_cd1_ct15	ct15	2	3	5	4	6	6	6	5	6	6	5	6	6	1	4	4
102	cd2_ass_-n	ass	-n	4	22_cd2_ct06	ct06	2	3	5	4	6	6	6	5	6	6	5	6	6	1	4	4
102	cd2_ass_-n	ass	-n	3	50_cd2_ct13	ct13	2	3	5	4	6	6	6	5	6	6	5	6	6	1	4	4
102	cd3_com_+n	com	+n	5	15_cd3_ct04	ct04	2	3	5	4	6	6	6	5	6	6	5	6	6	1	4	4
102	cd3_com_+n	com	+n	6	43_cd3_ct11	ct11	2	3	5	4	6	6	6	5	6	6	5	6	6	1	4	4
102	cd4_com_-n	com	-n	6	8_cd4_ct02	ct02	2	3	5	4	6	6	6	5	6	6	5	6	6	1	4	4
102	cd4_com_-n	com	-n	5	36_cd4_ct09	ct09	2	3	5	4	6	6	6	5	6	6	5	6	6	1	4	4
103	cd1_ass_+n	ass	+n	5	5_cd1_ct02	ct02	1	1	1	1	6	6	6	5	5	4	5	5	5	5	2	2
103	cd1_ass_+n	ass	+n	2	33_cd1_ct09	ct09	1	1	1	1	6	6	6	5	5	4	5	5	5	5	2	2
103	cd2_ass_-n	ass	-n	2	26_cd2_ct07	ct07	1	1	1	1	6	6	6	5	5	4	5	5	5	5	2	2
103	cd2_ass_-n	ass	-n	1	62_cd2_ct16	ct16	1	1	1	1	6	6	6	5	5	4	5	5	5	5	2	2
103	cd3_com_+n	com	+n	2	19_cd3_ct05	ct05	1	1	1	1	6	6	6	5	5	4	5	5	5	5	2	2
103	cd3_com_+n	com	+n	2	55_cd3_ct14	ct14	1	1	1	1	6	6	6	5	5	4	5	5	5	5	2	2
103	cd4_com_-n	com	-n	5	12_cd4_ct03	ct03	1	1	1	1	6	6	6	5	5	4	5	5	5	5	2	2
103	cd4_com_-n	com	-n	5	48_cd4_ct12	ct12	1	1	1	1	6	6	6	5	5	4	5	5	5	5	2	2
104	cd1_ass_+n	ass	+n	2	25_cd1_ct07	ct07	2	3	3	3	6	4	2	3	5	4	6	5	5	2	2	5
104	cd1_ass_+n	ass	+n	2	61_cd1_ct16	ct16	2	3	3	3	6	4	2	3	5	4	6	5	5	2	2	5
104	cd2_ass_-n	ass	-n	2	18_cd2_ct05	ct05	2	3	3	3	6	4	2	3	5	4	6	5	5	2	2	5
104	cd2_ass_-n	ass	-n	1	54_cd2_ct14	ct14	2	3	3	3	6	4	2	3	5	4	6	5	5	2	2	5
104	cd3_com_+n	com	+n	5	11_cd3_ct03	ct03	2	3	3	3	6	4	2	3	5	4	6	5	5	2	2	5
104	cd3_com_+n	com	+n	5	47_cd3_ct12	ct12	2	3	3	3	6	4	2	3	5	4	6	5	5	2	2	5
104	cd4_com_-n	com	-n	2	4_cd4_ct01	ct01	2	3	3	3	6	4	2	3	5	4	6	5	5	2	2	5
104	cd4_com_-n	com	-n	4	40_cd4_ct10	ct10	2	3	3	3	6	4	2	3	5	4	6	5	5	2	2	5
106	cd1_ass_+n	ass	+n	2	17_cd1_ct05	ct05	1	1	1	1	6	6	6	6	4	2	6	6	6	5	5	6
106	cd1_ass_+n	ass	+n	1	53_cd1_ct14	ct14	1	1	1	1	6	6	6	6	4	2	6	6	6	5	5	6
106	cd2_ass_-n	ass	-n	1	10_cd2_ct03	ct03	1	1	1	1	6	6	6	6	4	2	6	6	6	5	5	6
106	cd2_ass_-n	ass	-n	1	46_cd2_ct12	ct12	1	1	1	1	6	6	6	6	4	2	6	6	6	5	5	6
106	cd3_com_+n	com	+n	2	3_cd3_ct01	ct01	1	1	1	1	6	6	6	6	4	2	6	6	6	5	5	6
106	cd3_com_+n	com	+n	2	39_cd3_ct10	ct10	1	1	1	1	6	6	6	6	4	2	6	6	6	5	5	6
106	cd4_com_-n	com	-n	2	32_cd4_ct08	ct08	1	1	1	1	6	6	6	6	4	2	6	6	6	5	5	6
106	cd4_com_-n	com	-n	2	60_cd4_ct15	ct15	1	1	1	1	6	6	6	6	4	2	6	6	6	5	5	6
107	cd1_ass_+n	ass	+n	5	5_cd1_ct02	ct02	1	1	1	1	6	6	6	6	6	6	6	1	6	1	6	3
107	cd1_ass_+n	ass	+n	6	33_cd1_ct09	ct09	1	1	1	1	6	6	6	6	6	6	6	1	6	1	6	3
107	cd2_ass_-n	ass	-n	6	26_cd2_ct07	ct07	1	1	1	1	6	6	6	6	6	6	6	1	6	1	6	3
107	cd2_ass_-n	ass	-n	2	62_cd2_ct16	ct16	1	1	1	1	6	6	6	6	6	6	6	1	6	1	6	3
107	cd3_com_+n	com	+n	1	19_cd3_ct05	ct05	1	1	1	1	6	6	6	6	6	6	6	1	6	1	6	3
107	cd3_com_+n	com	+n	4	55_cd3_ct14	ct14	1	1	1	1	6	6	6	6	6	6	6	1	6	1	6	3
107	cd4_com_-n	com	-n	1	12_cd4_ct03	ct03	1	1	1	1	6	6	6	6	6	6	6	1	6	1	6	3
107	cd4_com_-n	com	-n	6	48_cd4_ct12	ct12	1	1	1	1	6	6	6	6	6	6	6	1	6	1	6	3
108	cd1_ass_+n	ass	+n	1	13_cd1_ct04	ct04	1	1	1	1	6	6	5	4	4	5	2	2	5	4	5	5
108	cd1_ass_+n	ass	+n	2	41_cd1_ct11	ct11	1	1	1	1	6	6	5	4	4	5	2	2	5	4	5	5
108	cd2_ass_-n	ass	-n	1	6_cd2_ct02	ct02	1	1	1	1	6	6	5	4	4	5	2	2	5	4	5	5
108	cd2_ass_-n	ass	-n	1	34_cd2_ct09	ct09	1	1	1	1	6	6	5	4	4	5	2	2	5	4	5	5
108	cd3_com_+n	com	+n	4	27_cd3_ct07	ct07	1	1	1	1	6	6	5	4	4	5	2	2	5	4	5	5
108	cd3_com_+n	com	+n	5	63_cd3_ct16	ct16	1	1	1	1	6	6	5	4	4	5	2	2	5	4	5	5
108	cd4_com_-n	com	-n	5	20_cd4_ct05	ct05	1	1	1	1	6	6	5	4	4	5	2	2	5	4	5	5
108	cd4_com_-n	com	-n	5	56_cd4_ct14	ct14	1	1	1	1	6	6	5	4	4	5	2	2	5	4	5	5
109	cd1_ass_+n	ass	+n	5	21_cd1_ct06	ct06	1	6	1	1	6	6	5	5	6	6	6	6	6	6	6	6
109	cd1_ass_+n	ass	+n	2	49_cd1_ct13	ct13	1	6	1	1	6	6	5	5	6	6	6	6	6	6	6	6
109	cd2_ass_-n	ass	-n	5	14_cd2_ct04	ct04	1	6	1	1	6	6	5	5	6	6	6	6	6	6	6	6
109	cd2_ass_-n	ass	-n	6	42_cd2_ct11	ct11	1	6	1	1	6	6	5	5	6	6	6	6	6	6	6	6
109	cd3_com_+n	com	+n	6	7_cd3_ct02	ct02	1	6	1	1	6	6	5	5	6	6	6	6	6	6	6	6
109	cd3_com_+n	com	+n	5	35_cd3_ct09	ct09	1	6	1	1	6	6	5	5	6	6	6	6	6	6	6	6
109	cd4_com_-n	com	-n	6	28_cd4_ct07	ct07	1	6	1	1	6	6	5	5	6	6	6	6	6	6	6	6
109	cd4_com_-n	com	-n	3	64_cd4_ct16	ct16	1	6	1	1	6	6	5	5	6	6	6	6	6	6	6	6
113	cd1_ass_+n	ass	+n	4	17_cd1_ct05	ct05	5	5	5	5	6	6	6	6	5	5	6	6	6	6	6	6
113	cd1_ass_+n	ass	+n	4	53_cd1_ct14	ct14	5	5	5	5	6	6	6	6	5	5	6	6	6	6	6	6
113	cd2_ass_-n	ass	-n	5	10_cd2_ct03	ct03	5	5	5	5	6	6	6	6	5	5	6	6	6	6	6	6
113	cd2_ass_-n	ass	-n	5	46_cd2_ct12	ct12	5	5	5	5	6	6	6	6	5	5	6	6	6	6	6	6
113	cd3_com_+n	com	+n	6	3_cd3_ct01	ct01	5	5	5	5	6	6	6	6	5	5	6	6	6	6	6	6
113	cd3_com_+n	com	+n	5	39_cd3_ct10	ct10	5	5	5	5	6	6	6	6	5	5	6	6	6	6	6	6
113	cd4_com_-n	com	-n	5	32_cd4_ct08	ct08	5	5	5	5	6	6	6	6	5	5	6	6	6	6	6	6
113	cd4_com_-n	com	-n	5	60_cd4_ct15	ct15	5	5	5	5	6	6	6	6	5	5	6	6	6	6	6	6
118	cd1_ass_+n	ass	+n	1	29_cd1_ct08	ct08	1	1	1	1	6	6	6	6	6	5	6	4	6	3	4	4
118	cd1_ass_+n	ass	+n	1	57_cd1_ct15	ct15	1	1	1	1	6	6	6	6	6	5	6	4	6	3	4	4
118	cd2_ass_-n	ass	-n	1	22_cd2_ct06	ct06	1	1	1	1	6	6	6	6	6	5	6	4	6	3	4	4
118	cd2_ass_-n	ass	-n	1	50_cd2_ct13	ct13	1	1	1	1	6	6	6	6	6	5	6	4	6	3	4	4
118	cd3_com_+n	com	+n	1	15_cd3_ct04	ct04	1	1	1	1	6	6	6	6	6	5	6	4	6	3	4	4
118	cd3_com_+n	com	+n	5	43_cd3_ct11	ct11	1	1	1	1	6	6	6	6	6	5	6	4	6	3	4	4
118	cd4_com_-n	com	-n	4	8_cd4_ct02	ct02	1	1	1	1	6	6	6	6	6	5	6	4	6	3	4	4
118	cd4_com_-n	com	-n	5	36_cd4_ct09	ct09	1	1	1	1	6	6	6	6	6	5	6	4	6	3	4	4
129	cd1_ass_+n	ass	+n	3	29_cd1_ct08	ct08	2	2	3	2	6	4	5	6	6	2	5	5	5	6	5	5
129	cd1_ass_+n	ass	+n	3	57_cd1_ct15	ct15	2	2	3	2	6	4	5	6	6	2	5	5	5	6	5	5
129	cd2_ass_-n	ass	-n	5	22_cd2_ct06	ct06	2	2	3	2	6	4	5	6	6	2	5	5	5	6	5	5
129	cd2_ass_-n	ass	-n	3	50_cd2_ct13	ct13	2	2	3	2	6	4	5	6	6	2	5	5	5	6	5	5
129	cd3_com_+n	com	+n	5	15_cd3_ct04	ct04	2	2	3	2	6	4	5	6	6	2	5	5	5	6	5	5
129	cd3_com_+n	com	+n	5	43_cd3_ct11	ct11	2	2	3	2	6	4	5	6	6	2	5	5	5	6	5	5
129	cd4_com_-n	com	-n	6	8_cd4_ct02	ct02	2	2	3	2	6	4	5	6	6	2	5	5	5	6	5	5
129	cd4_com_-n	com	-n	5	36_cd4_ct09	ct09	2	2	3	2	6	4	5	6	6	2	5	5	5	6	5	5
137	cd1_ass_+n	ass	+n	1	5_cd1_ct02	ct02	1	1	1	1	6	6	6	6	6	1	6	6	6	6	1	6
137	cd1_ass_+n	ass	+n	1	33_cd1_ct09	ct09	1	1	1	1	6	6	6	6	6	1	6	6	6	6	1	6
137	cd2_ass_-n	ass	-n	1	26_cd2_ct07	ct07	1	1	1	1	6	6	6	6	6	1	6	6	6	6	1	6
137	cd2_ass_-n	ass	-n	2	62_cd2_ct16	ct16	1	1	1	1	6	6	6	6	6	1	6	6	6	6	1	6
137	cd3_com_+n	com	+n	3	19_cd3_ct05	ct05	1	1	1	1	6	6	6	6	6	1	6	6	6	6	1	6
137	cd3_com_+n	com	+n	1	55_cd3_ct14	ct14	1	1	1	1	6	6	6	6	6	1	6	6	6	6	1	6
137	cd4_com_-n	com	-n	6	12_cd4_ct03	ct03	1	1	1	1	6	6	6	6	6	1	6	6	6	6	1	6
137	cd4_com_-n	com	-n	6	48_cd4_ct12	ct12	1	1	1	1	6	6	6	6	6	1	6	6	6	6	1	6
144	cd1_ass_+n	ass	+n	1	1_cd1_ct01	ct01	1	1	2	1	6	6	6	6	5	4	6	6	5	4	5	5
144	cd1_ass_+n	ass	+n	1	37_cd1_ct10	ct10	1	1	2	1	6	6	6	6	5	4	6	6	5	4	5	5
144	cd2_ass_-n	ass	-n	1	30_cd2_ct08	ct08	1	1	2	1	6	6	6	6	5	4	6	6	5	4	5	5
144	cd2_ass_-n	ass	-n	3	58_cd2_ct15	ct15	1	1	2	1	6	6	6	6	5	4	6	6	5	4	5	5
144	cd3_com_+n	com	+n	5	23_cd3_ct06	ct06	1	1	2	1	6	6	6	6	5	4	6	6	5	4	5	5
144	cd3_com_+n	com	+n	2	51_cd3_ct13	ct13	1	1	2	1	6	6	6	6	5	4	6	6	5	4	5	5
144	cd4_com_-n	com	-n	5	16_cd4_ct04	ct04	1	1	2	1	6	6	6	6	5	4	6	6	5	4	5	5
144	cd4_com_-n	com	-n	5	44_cd4_ct11	ct11	1	1	2	1	6	6	6	6	5	4	6	6	5	4	5	5
146	cd1_ass_+n	ass	+n	2	1_cd1_ct01	ct01	1	3	2	2	6	6	6	6	6	5	6	3	3	5	3	2
146	cd1_ass_+n	ass	+n	3	37_cd1_ct10	ct10	1	3	2	2	6	6	6	6	6	5	6	3	3	5	3	2
146	cd2_ass_-n	ass	-n	1	30_cd2_ct08	ct08	1	3	2	2	6	6	6	6	6	5	6	3	3	5	3	2
