participant	condition	fac_1	fac_2	rating	item	context	f1_BAD_0auch_m	f2_BAD_1auch_f	f3_bad_0auch_f	f4_bad_1auch_m	f5_GOOD_1auch_f	f6_GOOD_1auch_m	f7_GOOD_0auch_m	f8_GOOD_1auch_f	f9_good_1auch_f	f10_good_1auch_m	f11_good_0auch_f	f12_good_1auch_m	f13_good_0auch_f	f14_good_1auch_m	f15_good_0auch_m	f16_good_1auch_f
146	cd2_ass_-n	ass	-n	2	58_cd2_ct15	ct15	1	3	2	2	6	6	6	6	6	5	6	3	3	5	3	2
146	cd3_com_+n	com	+n	6	23_cd3_ct06	ct06	1	3	2	2	6	6	6	6	6	5	6	3	3	5	3	2
146	cd3_com_+n	com	+n	5	51_cd3_ct13	ct13	1	3	2	2	6	6	6	6	6	5	6	3	3	5	3	2
146	cd4_com_-n	com	-n	5	16_cd4_ct04	ct04	1	3	2	2	6	6	6	6	6	5	6	3	3	5	3	2
146	cd4_com_-n	com	-n	6	44_cd4_ct11	ct11	1	3	2	2	6	6	6	6	6	5	6	3	3	5	3	2
150	cd1_ass_+n	ass	+n	2	21_cd1_ct06	ct06	3	5	2	2	6	6	6	6	6	6	6	6	6	6	6	5
150	cd1_ass_+n	ass	+n	1	49_cd1_ct13	ct13	3	5	2	2	6	6	6	6	6	6	6	6	6	6	6	5
150	cd2_ass_-n	ass	-n	1	14_cd2_ct04	ct04	3	5	2	2	6	6	6	6	6	6	6	6	6	6	6	5
150	cd2_ass_-n	ass	-n	4	42_cd2_ct11	ct11	3	5	2	2	6	6	6	6	6	6	6	6	6	6	6	5
150	cd3_com_+n	com	+n	6	7_cd3_ct02	ct02	3	5	2	2	6	6	6	6	6	6	6	6	6	6	6	5
150	cd3_com_+n	com	+n	6	35_cd3_ct09	ct09	3	5	2	2	6	6	6	6	6	6	6	6	6	6	6	5
150	cd4_com_-n	com	-n	6	28_cd4_ct07	ct07	3	5	2	2	6	6	6	6	6	6	6	6	6	6	6	5
150	cd4_com_-n	com	-n	6	64_cd4_ct16	ct16	3	5	2	2	6	6	6	6	6	6	6	6	6	6	6	5
169	cd1_ass_+n	ass	+n	1	21_cd1_ct06	ct06	1	1	1	1	6	6	6	6	5	2	5	4	6	4	3	3
169	cd1_ass_+n	ass	+n	1	49_cd1_ct13	ct13	1	1	1	1	6	6	6	6	5	2	5	4	6	4	3	3
169	cd2_ass_-n	ass	-n	2	14_cd2_ct04	ct04	1	1	1	1	6	6	6	6	5	2	5	4	6	4	3	3
169	cd2_ass_-n	ass	-n	1	42_cd2_ct11	ct11	1	1	1	1	6	6	6	6	5	2	5	4	6	4	3	3
169	cd3_com_+n	com	+n	3	7_cd3_ct02	ct02	1	1	1	1	6	6	6	6	5	2	5	4	6	4	3	3
169	cd3_com_+n	com	+n	3	35_cd3_ct09	ct09	1	1	1	1	6	6	6	6	5	2	5	4	6	4	3	3
169	cd4_com_-n	com	-n	2	28_cd4_ct07	ct07	1	1	1	1	6	6	6	6	5	2	5	4	6	4	3	3
169	cd4_com_-n	com	-n	2	64_cd4_ct16	ct16	1	1	1	1	6	6	6	6	5	2	5	4	6	4	3	3
189	cd1_ass_+n	ass	+n	1	9_cd1_ct03	ct03	1	2	1	1	6	5	6	6	3	2	5	1	3	1	2	2
189	cd1_ass_+n	ass	+n	1	45_cd1_ct12	ct12	1	2	1	1	6	5	6	6	3	2	5	1	3	1	2	2
189	cd2_ass_-n	ass	-n	1	2_cd2_ct01	ct01	1	2	1	1	6	5	6	6	3	2	5	1	3	1	2	2
189	cd2_ass_-n	ass	-n	1	38_cd2_ct10	ct10	1	2	1	1	6	5	6	6	3	2	5	1	3	1	2	2
189	cd3_com_+n	com	+n	6	31_cd3_ct08	ct08	1	2	1	1	6	5	6	6	3	2	5	1	3	1	2	2
189	cd3_com_+n	com	+n	3	59_cd3_ct15	ct15	1	2	1	1	6	5	6	6	3	2	5	1	3	1	2	2
189	cd4_com_-n	com	-n	5	24_cd4_ct06	ct06	1	2	1	1	6	5	6	6	3	2	5	1	3	1	2	2
189	cd4_com_-n	com	-n	5	52_cd4_ct13	ct13	1	2	1	1	6	5	6	6	3	2	5	1	3	1	2	2
190	cd1_ass_+n	ass	+n	5	17_cd1_ct05	ct05	4	3	1	1	6	6	6	6	6	6	6	5	6	3	6	6
190	cd1_ass_+n	ass	+n	4	53_cd1_ct14	ct14	4	3	1	1	6	6	6	6	6	6	6	5	6	3	6	6
190	cd2_ass_-n	ass	-n	6	10_cd2_ct03	ct03	4	3	1	1	6	6	6	6	6	6	6	5	6	3	6	6
190	cd2_ass_-n	ass	-n	6	46_cd2_ct12	ct12	4	3	1	1	6	6	6	6	6	6	6	5	6	3	6	6
190	cd3_com_+n	com	+n	6	3_cd3_ct01	ct01	4	3	1	1	6	6	6	6	6	6	6	5	6	3	6	6
190	cd3_com_+n	com	+n	6	39_cd3_ct10	ct10	4	3	1	1	6	6	6	6	6	6	6	5	6	3	6	6
190	cd4_com_-n	com	-n	6	32_cd4_ct08	ct08	4	3	1	1	6	6	6	6	6	6	6	5	6	3	6	6
190	cd4_com_-n	com	-n	6	60_cd4_ct15	ct15	4	3	1	1	6	6	6	6	6	6	6	5	6	3	6	6
203	cd1_ass_+n	ass	+n	1	13_cd1_ct04	ct04	1	5	1	1	6	6	6	6	6	6	6	6	6	1	6	6
203	cd1_ass_+n	ass	+n	6	41_cd1_ct11	ct11	1	5	1	1	6	6	6	6	6	6	6	6	6	1	6	6
203	cd2_ass_-n	ass	-n	1	6_cd2_ct02	ct02	1	5	1	1	6	6	6	6	6	6	6	6	6	1	6	6
203	cd2_ass_-n	ass	-n	1	34_cd2_ct09	ct09	1	5	1	1	6	6	6	6	6	6	6	6	6	1	6	6
203	cd3_com_+n	com	+n	6	27_cd3_ct07	ct07	1	5	1	1	6	6	6	6	6	6	6	6	6	1	6	6
203	cd3_com_+n	com	+n	6	63_cd3_ct16	ct16	1	5	1	1	6	6	6	6	6	6	6	6	6	1	6	6
203	cd4_com_-n	com	-n	6	20_cd4_ct05	ct05	1	5	1	1	6	6	6	6	6	6	6	6	6	1	6	6
203	cd4_com_-n	com	-n	6	56_cd4_ct14	ct14	1	5	1	1	6	6	6	6	6	6	6	6	6	1	6	6
264	cd1_ass_+n	ass	+n	6	29_cd1_ct08	ct08	1	1	1	1	6	6	6	5	6	5	6	6	2	1	6	2
264	cd1_ass_+n	ass	+n	2	57_cd1_ct15	ct15	1	1	1	1	6	6	6	5	6	5	6	6	2	1	6	2
264	cd2_ass_-n	ass	-n	1	22_cd2_ct06	ct06	1	1	1	1	6	6	6	5	6	5	6	6	2	1	6	2
264	cd2_ass_-n	ass	-n	2	50_cd2_ct13	ct13	1	1	1	1	6	6	6	5	6	5	6	6	2	1	6	2
264	cd3_com_+n	com	+n	6	15_cd3_ct04	ct04	1	1	1	1	6	6	6	5	6	5	6	6	2	1	6	2
264	cd3_com_+n	com	+n	6	43_cd3_ct11	ct11	1	1	1	1	6	6	6	5	6	5	6	6	2	1	6	2
264	cd4_com_-n	com	-n	6	8_cd4_ct02	ct02	1	1	1	1	6	6	6	5	6	5	6	6	2	1	6	2
264	cd4_com_-n	com	-n	6	36_cd4_ct09	ct09	1	1	1	1	6	6	6	5	6	5	6	6	2	1	6	2
266	cd1_ass_+n	ass	+n	1	13_cd1_ct04	ct04	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
266	cd1_ass_+n	ass	+n	1	41_cd1_ct11	ct11	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
266	cd2_ass_-n	ass	-n	1	6_cd2_ct02	ct02	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
266	cd2_ass_-n	ass	-n	1	34_cd2_ct09	ct09	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
266	cd3_com_+n	com	+n	6	27_cd3_ct07	ct07	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
266	cd3_com_+n	com	+n	6	63_cd3_ct16	ct16	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
266	cd4_com_-n	com	-n	6	20_cd4_ct05	ct05	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
266	cd4_com_-n	com	-n	6	56_cd4_ct14	ct14	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
277	cd1_ass_+n	ass	+n	1	13_cd1_ct04	ct04	1	3	1	1	6	6	6	6	4	2	4	1	2	4	5	5
277	cd1_ass_+n	ass	+n	1	41_cd1_ct11	ct11	1	3	1	1	6	6	6	6	4	2	4	1	2	4	5	5
277	cd2_ass_-n	ass	-n	1	6_cd2_ct02	ct02	1	3	1	1	6	6	6	6	4	2	4	1	2	4	5	5
277	cd2_ass_-n	ass	-n	1	34_cd2_ct09	ct09	1	3	1	1	6	6	6	6	4	2	4	1	2	4	5	5
277	cd3_com_+n	com	+n	6	27_cd3_ct07	ct07	1	3	1	1	6	6	6	6	4	2	4	1	2	4	5	5
277	cd3_com_+n	com	+n	6	63_cd3_ct16	ct16	1	3	1	1	6	6	6	6	4	2	4	1	2	4	5	5
277	cd4_com_-n	com	-n	6	20_cd4_ct05	ct05	1	3	1	1	6	6	6	6	4	2	4	1	2	4	5	5
277	cd4_com_-n	com	-n	6	56_cd4_ct14	ct14	1	3	1	1	6	6	6	6	4	2	4	1	2	4	5	5
290	cd1_ass_+n	ass	+n	1	29_cd1_ct08	ct08	1	1	1	1	6	6	6	6	5	5	6	2	3	2	6	5
290	cd1_ass_+n	ass	+n	1	57_cd1_ct15	ct15	1	1	1	1	6	6	6	6	5	5	6	2	3	2	6	5
290	cd2_ass_-n	ass	-n	1	22_cd2_ct06	ct06	1	1	1	1	6	6	6	6	5	5	6	2	3	2	6	5
290	cd2_ass_-n	ass	-n	1	50_cd2_ct13	ct13	1	1	1	1	6	6	6	6	5	5	6	2	3	2	6	5
290	cd3_com_+n	com	+n	5	15_cd3_ct04	ct04	1	1	1	1	6	6	6	6	5	5	6	2	3	2	6	5
290	cd3_com_+n	com	+n	6	43_cd3_ct11	ct11	1	1	1	1	6	6	6	6	5	5	6	2	3	2	6	5
290	cd4_com_-n	com	-n	5	8_cd4_ct02	ct02	1	1	1	1	6	6	6	6	5	5	6	2	3	2	6	5
290	cd4_com_-n	com	-n	6	36_cd4_ct09	ct09	1	1	1	1	6	6	6	6	5	5	6	2	3	2	6	5
298	cd1_ass_+n	ass	+n	1	25_cd1_ct07	ct07	1	1	1	1	6	6	6	6	6	6	6	6	6	6	5	5
298	cd1_ass_+n	ass	+n	1	61_cd1_ct16	ct16	1	1	1	1	6	6	6	6	6	6	6	6	6	6	5	5
298	cd2_ass_-n	ass	-n	1	18_cd2_ct05	ct05	1	1	1	1	6	6	6	6	6	6	6	6	6	6	5	5
298	cd2_ass_-n	ass	-n	1	54_cd2_ct14	ct14	1	1	1	1	6	6	6	6	6	6	6	6	6	6	5	5
298	cd3_com_+n	com	+n	5	11_cd3_ct03	ct03	1	1	1	1	6	6	6	6	6	6	6	6	6	6	5	5
298	cd3_com_+n	com	+n	5	47_cd3_ct12	ct12	1	1	1	1	6	6	6	6	6	6	6	6	6	6	5	5
298	cd4_com_-n	com	-n	5	4_cd4_ct01	ct01	1	1	1	1	6	6	6	6	6	6	6	6	6	6	5	5
298	cd4_com_-n	com	-n	5	40_cd4_ct10	ct10	1	1	1	1	6	6	6	6	6	6	6	6	6	6	5	5
307	cd1_ass_+n	ass	+n	2	1_cd1_ct01	ct01	1	1	1	1	6	6	6	6	6	6	6	5	5	1	6	6
307	cd1_ass_+n	ass	+n	1	37_cd1_ct10	ct10	1	1	1	1	6	6	6	6	6	6	6	5	5	1	6	6
307	cd2_ass_-n	ass	-n	1	30_cd2_ct08	ct08	1	1	1	1	6	6	6	6	6	6	6	5	5	1	6	6
307	cd2_ass_-n	ass	-n	2	58_cd2_ct15	ct15	1	1	1	1	6	6	6	6	6	6	6	5	5	1	6	6
307	cd3_com_+n	com	+n	5	23_cd3_ct06	ct06	1	1	1	1	6	6	6	6	6	6	6	5	5	1	6	6
307	cd3_com_+n	com	+n	6	51_cd3_ct13	ct13	1	1	1	1	6	6	6	6	6	6	6	5	5	1	6	6
307	cd4_com_-n	com	-n	6	16_cd4_ct04	ct04	1	1	1	1	6	6	6	6	6	6	6	5	5	1	6	6
307	cd4_com_-n	com	-n	6	44_cd4_ct11	ct11	1	1	1	1	6	6	6	6	6	6	6	5	5	1	6	6
308	cd1_ass_+n	ass	+n	5	25_cd1_ct07	ct07	1	1	1	1	6	6	6	6	4	4	5	4	5	3	5	5
308	cd1_ass_+n	ass	+n	1	61_cd1_ct16	ct16	1	1	1	1	6	6	6	6	4	4	5	4	5	3	5	5
308	cd2_ass_-n	ass	-n	3	18_cd2_ct05	ct05	1	1	1	1	6	6	6	6	4	4	5	4	5	3	5	5
308	cd2_ass_-n	ass	-n	5	54_cd2_ct14	ct14	1	1	1	1	6	6	6	6	4	4	5	4	5	3	5	5
308	cd3_com_+n	com	+n	5	11_cd3_ct03	ct03	1	1	1	1	6	6	6	6	4	4	5	4	5	3	5	5
308	cd3_com_+n	com	+n	6	47_cd3_ct12	ct12	1	1	1	1	6	6	6	6	4	4	5	4	5	3	5	5
308	cd4_com_-n	com	-n	6	4_cd4_ct01	ct01	1	1	1	1	6	6	6	6	4	4	5	4	5	3	5	5
308	cd4_com_-n	com	-n	5	40_cd4_ct10	ct10	1	1	1	1	6	6	6	6	4	4	5	4	5	3	5	5
309	cd1_ass_+n	ass	+n	5	25_cd1_ct07	ct07	3	6	2	2	6	6	5	6	6	6	6	5	6	5	6	5
309	cd1_ass_+n	ass	+n	1	61_cd1_ct16	ct16	3	6	2	2	6	6	5	6	6	6	6	5	6	5	6	5
309	cd2_ass_-n	ass	-n	6	18_cd2_ct05	ct05	3	6	2	2	6	6	5	6	6	6	6	5	6	5	6	5
309	cd2_ass_-n	ass	-n	1	54_cd2_ct14	ct14	3	6	2	2	6	6	5	6	6	6	6	5	6	5	6	5
309	cd3_com_+n	com	+n	6	11_cd3_ct03	ct03	3	6	2	2	6	6	5	6	6	6	6	5	6	5	6	5
309	cd3_com_+n	com	+n	6	47_cd3_ct12	ct12	3	6	2	2	6	6	5	6	6	6	6	5	6	5	6	5
309	cd4_com_-n	com	-n	6	4_cd4_ct01	ct01	3	6	2	2	6	6	5	6	6	6	6	5	6	5	6	5
309	cd4_com_-n	com	-n	6	40_cd4_ct10	ct10	3	6	2	2	6	6	5	6	6	6	6	5	6	5	6	5
328	cd1_ass_+n	ass	+n	5	25_cd1_ct07	ct07	6	6	1	1	6	6	3	5	6	6	6	6	6	2	6	6
328	cd1_ass_+n	ass	+n	1	61_cd1_ct16	ct16	6	6	1	1	6	6	3	5	6	6	6	6	6	2	6	6
328	cd2_ass_-n	ass	-n	1	18_cd2_ct05	ct05	6	6	1	1	6	6	3	5	6	6	6	6	6	2	6	6
328	cd2_ass_-n	ass	-n	1	54_cd2_ct14	ct14	6	6	1	1	6	6	3	5	6	6	6	6	6	2	6	6
328	cd3_com_+n	com	+n	6	11_cd3_ct03	ct03	6	6	1	1	6	6	3	5	6	6	6	6	6	2	6	6
328	cd3_com_+n	com	+n	6	47_cd3_ct12	ct12	6	6	1	1	6	6	3	5	6	6	6	6	6	2	6	6
328	cd4_com_-n	com	-n	6	4_cd4_ct01	ct01	6	6	1	1	6	6	3	5	6	6	6	6	6	2	6	6
328	cd4_com_-n	com	-n	6	40_cd4_ct10	ct10	6	6	1	1	6	6	3	5	6	6	6	6	6	2	6	6
329	cd1_ass_+n	ass	+n	1	5_cd1_ct02	ct02	1	5	1	1	6	6	5	6	6	6	6	3	5	3	4	4
329	cd1_ass_+n	ass	+n	1	33_cd1_ct09	ct09	1	5	1	1	6	6	5	6	6	6	6	3	5	3	4	4
329	cd2_ass_-n	ass	-n	1	26_cd2_ct07	ct07	1	5	1	1	6	6	5	6	6	6	6	3	5	3	4	4
329	cd2_ass_-n	ass	-n	1	62_cd2_ct16	ct16	1	5	1	1	6	6	5	6	6	6	6	3	5	3	4	4
329	cd3_com_+n	com	+n	5	19_cd3_ct05	ct05	1	5	1	1	6	6	5	6	6	6	6	3	5	3	4	4
329	cd3_com_+n	com	+n	5	55_cd3_ct14	ct14	1	5	1	1	6	6	5	6	6	6	6	3	5	3	4	4
329	cd4_com_-n	com	-n	5	12_cd4_ct03	ct03	1	5	1	1	6	6	5	6	6	6	6	3	5	3	4	4
329	cd4_com_-n	com	-n	5	48_cd4_ct12	ct12	1	5	1	1	6	6	5	6	6	6	6	3	5	3	4	4
334	cd1_ass_+n	ass	+n	1	9_cd1_ct03	ct03	3	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
334	cd1_ass_+n	ass	+n	1	45_cd1_ct12	ct12	3	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
334	cd2_ass_-n	ass	-n	1	2_cd2_ct01	ct01	3	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
334	cd2_ass_-n	ass	-n	2	38_cd2_ct10	ct10	3	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
334	cd3_com_+n	com	+n	1	31_cd3_ct08	ct08	3	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
334	cd3_com_+n	com	+n	1	59_cd3_ct15	ct15	3	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
334	cd4_com_-n	com	-n	2	24_cd4_ct06	ct06	3	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
334	cd4_com_-n	com	-n	1	52_cd4_ct13	ct13	3	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
336	cd1_ass_+n	ass	+n	5	9_cd1_ct03	ct03	1	1	1	1	6	6	6	6	2	2	5	5	6	5	2	2
336	cd1_ass_+n	ass	+n	1	45_cd1_ct12	ct12	1	1	1	1	6	6	6	6	2	2	5	5	6	5	2	2
336	cd2_ass_-n	ass	-n	1	2_cd2_ct01	ct01	1	1	1	1	6	6	6	6	2	2	5	5	6	5	2	2
336	cd2_ass_-n	ass	-n	1	38_cd2_ct10	ct10	1	1	1	1	6	6	6	6	2	2	5	5	6	5	2	2
336	cd3_com_+n	com	+n	6	31_cd3_ct08	ct08	1	1	1	1	6	6	6	6	2	2	5	5	6	5	2	2
336	cd3_com_+n	com	+n	1	59_cd3_ct15	ct15	1	1	1	1	6	6	6	6	2	2	5	5	6	5	2	2
336	cd4_com_-n	com	-n	5	24_cd4_ct06	ct06	1	1	1	1	6	6	6	6	2	2	5	5	6	5	2	2
336	cd4_com_-n	com	-n	5	52_cd4_ct13	ct13	1	1	1	1	6	6	6	6	2	2	5	5	6	5	2	2
338	cd1_ass_+n	ass	+n	5	5_cd1_ct02	ct02	1	1	1	2	6	6	6	6	6	6	6	4	6	6	6	6
338	cd1_ass_+n	ass	+n	2	33_cd1_ct09	ct09	1	1	1	2	6	6	6	6	6	6	6	4	6	6	6	6
338	cd2_ass_-n	ass	-n	4	26_cd2_ct07	ct07	1	1	1	2	6	6	6	6	6	6	6	4	6	6	6	6
338	cd2_ass_-n	ass	-n	4	62_cd2_ct16	ct16	1	1	1	2	6	6	6	6	6	6	6	4	6	6	6	6
338	cd3_com_+n	com	+n	5	19_cd3_ct05	ct05	1	1	1	2	6	6	6	6	6	6	6	4	6	6	6	6
338	cd3_com_+n	com	+n	6	55_cd3_ct14	ct14	1	1	1	2	6	6	6	6	6	6	6	4	6	6	6	6
338	cd4_com_-n	com	-n	5	12_cd4_ct03	ct03	1	1	1	2	6	6	6	6	6	6	6	4	6	6	6	6
338	cd4_com_-n	com	-n	3	48_cd4_ct12	ct12	1	1	1	2	6	6	6	6	6	6	6	4	6	6	6	6
355	cd1_ass_+n	ass	+n	6	1_cd1_ct01	ct01	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6
355	cd1_ass_+n	ass	+n	1	37_cd1_ct10	ct10	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6
355	cd2_ass_-n	ass	-n	1	30_cd2_ct08	ct08	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6
355	cd2_ass_-n	ass	-n	6	58_cd2_ct15	ct15	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6
355	cd3_com_+n	com	+n	6	23_cd3_ct06	ct06	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6
355	cd3_com_+n	com	+n	6	51_cd3_ct13	ct13	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6
355	cd4_com_-n	com	-n	6	16_cd4_ct04	ct04	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6
355	cd4_com_-n	com	-n	6	44_cd4_ct11	ct11	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6
357	cd1_ass_+n	ass	+n	1	13_cd1_ct04	ct04	3	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
357	cd1_ass_+n	ass	+n	1	41_cd1_ct11	ct11	3	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
357	cd2_ass_-n	ass	-n	1	6_cd2_ct02	ct02	3	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
357	cd2_ass_-n	ass	-n	1	34_cd2_ct09	ct09	3	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
357	cd3_com_+n	com	+n	6	27_cd3_ct07	ct07	3	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
357	cd3_com_+n	com	+n	4	63_cd3_ct16	ct16	3	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
357	cd4_com_-n	com	-n	6	20_cd4_ct05	ct05	3	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
357	cd4_com_-n	com	-n	6	56_cd4_ct14	ct14	3	6	1	1	6	6	6	6	6	6	6	6	6	6	6	6
368	cd1_ass_+n	ass	+n	1	21_cd1_ct06	ct06	1	3	1	1	6	6	6	6	6	6	6	6	6	6	3	2
368	cd1_ass_+n	ass	+n	1	49_cd1_ct13	ct13	1	3	1	1	6	6	6	6	6	6	6	6	6	6	3	2
368	cd2_ass_-n	ass	-n	1	14_cd2_ct04	ct04	1	3	1	1	6	6	6	6	6	6	6	6	6	6	3	2
368	cd2_ass_-n	ass	-n	1	42_cd2_ct11	ct11	1	3	1	1	6	6	6	6	6	6	6	6	6	6	3	2
368	cd3_com_+n	com	+n	6	7_cd3_ct02	ct02	1	3	1	1	6	6	6	6	6	6	6	6	6	6	3	2
368	cd3_com_+n	com	+n	2	35_cd3_ct09	ct09	1	3	1	1	6	6	6	6	6	6	6	6	6	6	3	2
368	cd4_com_-n	com	-n	2	28_cd4_ct07	ct07	1	3	1	1	6	6	6	6	6	6	6	6	6	6	3	2
368	cd4_com_-n	com	-n	3	64_cd4_ct16	ct16	1	3	1	1	6	6	6	6	6	6	6	6	6	6	3	2
377	cd1_ass_+n	ass	+n	1	9_cd1_ct03	ct03	1	1	1	2	6	6	6	6	5	2	4	4	4	4	2	2
377	cd1_ass_+n	ass	+n	1	45_cd1_ct12	ct12	1	1	1	2	6	6	6	6	5	2	4	4	4	4	2	2
377	cd2_ass_-n	ass	-n	1	2_cd2_ct01	ct01	1	1	1	2	6	6	6	6	5	2	4	4	4	4	2	2
377	cd2_ass_-n	ass	-n	1	38_cd2_ct10	ct10	1	1	1	2	6	6	6	6	5	2	4	4	4	4	2	2
377	cd3_com_+n	com	+n	3	31_cd3_ct08	ct08	1	1	1	2	6	6	6	6	5	2	4	4	4	4	2	2
377	cd3_com_+n	com	+n	2	59_cd3_ct15	ct15	1	1	1	2	6	6	6	6	5	2	4	4	4	4	2	2
377	cd4_com_-n	com	-n	2	24_cd4_ct06	ct06	1	1	1	2	6	6	6	6	5	2	4	4	4	4	2	2
377	cd4_com_-n	com	-n	4	52_cd4_ct13	ct13	1	1	1	2	6	6	6	6	5	2	4	4	4	4	2	2
381	cd1_ass_+n	ass	+n	1	1_cd1_ct01	ct01	1	1	5	6	6	6	6	6	4	4	5	6	5	1	6	6
381	cd1_ass_+n	ass	+n	1	37_cd1_ct10	ct10	1	1	5	6	6	6	6	6	4	4	5	6	5	1	6	6
381	cd2_ass_-n	ass	-n	1	30_cd2_ct08	ct08	1	1	5	6	6	6	6	6	4	4	5	6	5	1	6	6
381	cd2_ass_-n	ass	-n	1	58_cd2_ct15	ct15	1	1	5	6	6	6	6	6	4	4	5	6	5	1	6	6
381	cd3_com_+n	com	+n	6	23_cd3_ct06	ct06	1	1	5	6	6	6	6	6	4	4	5	6	5	1	6	6
381	cd3_com_+n	com	+n	6	51_cd3_ct13	ct13	1	1	5	6	6	6	6	6	4	4	5	6	5	1	6	6
381	cd4_com_-n	com	-n	6	16_cd4_ct04	ct04	1	1	5	6	6	6	6	6	4	4	5	6	5	1	6	6
381	cd4_com_-n	com	-n	6	44_cd4_ct11	ct11	1	1	5	6	6	6	6	6	4	4	5	6	5	1	6	6
385	cd1_ass_+n	ass	+n	1	13_cd1_ct04	ct04	1	3	1	1	6	6	3	6	5	4	5	6	6	5	6	6
385	cd1_ass_+n	ass	+n	1	41_cd1_ct11	ct11	1	3	1	1	6	6	3	6	5	4	5	6	6	5	6	6
